fecha,entidad_id,entidad_nombre,programa,proyecto,actividad,categoria,descripcion,grupo_1,grupo_2,grupo_3,grupo_4,grupo_5,grupo_6,grupo_7,grupo_8,grupo_9,total,nivel_institucional
2007,351,Prefectura del Departamento de Chuquisaca,0,0,0,ADMINISTRACION PREFECTURAL,ADMINISTRACION PREFECTURAL,5951898,4640655,1486710,142600,0,0,0,32800,0,12254663,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,1,ADMINISTRACION PREFECTURAL,DESPACHO PREFECTURAL,0,826000,394847,0,0,0,0,0,0,1220847,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,2,ADMINISTRACION PREFECTURAL,DIRECCION GENERAL DE COORDINACIÓN,0,75900,82100,0,0,0,0,0,0,158000,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,3,ADMINISTRACION PREFECTURAL,DIRECCIÓN ADMINISTRATIVA Y FINANCIERA,0,253115,146980,0,0,0,0,32800,0,432895,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,4,ADMINISTRACION PREFECTURAL,DIRECCIÓN JURÍDICA,0,72160,70500,0,0,0,0,0,0,142660,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,5,ADMINISTRACION PREFECTURAL,SERVICIOS BÁSICOS Y GENERALES,0,1503772,287104,0,0,0,0,0,0,1790876,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,6,ADMINISTRACION PREFECTURAL,SUBPREFECTURAS,0,286800,178220,0,0,0,0,0,0,465020,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,7,ADMINISTRACION PREFECTURAL,DIRECCIÓN AUDITORÍA INTERNA,0,39100,26000,0,0,0,0,0,0,65100,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,8,ADMINISTRACION PREFECTURAL,INSTITUCIONAL,5113818,180000,0,0,0,0,0,0,0,5293818,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,9,ADMINISTRACION PREFECTURAL,DIRECCIÓN DE PLANIFICACIÓN,0,227300,105100,0,0,0,0,0,0,332400,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,10,ADMINISTRACION PREFECTURAL,DIRECCIÓN DE HIDROCARBUROS,0,331200,130300,110000,0,0,0,0,0,571500,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,11,ADMINISTRACION PREFECTURAL,DIRECCIÓN DE PARTICPACIÓN CIUDADANA,0,70500,6800,0,0,0,0,0,0,77300,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,12,ADMINISTRACION PREFECTURAL,OFICNA ENLACE LA PAZ,0,55000,5500,2200,0,0,0,0,0,62700,PD
2007,351,Prefectura del Departamento de Chuquisaca,0,0,13,ADMINISTRACION PREFECTURAL,CONSEJO DEPARTAMENTAL,838080,719808,53259,30400,0,0,0,0,0,1641547,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,0,0,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,1518024,3121093,1338261,2600480,0,0,0,0,0,8577858,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,0,1,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,DIRECCIÓN DE RR. NN. Y MEDIO AMBIENTE-SUPERV Y COORDINAC.,723355,146000,79650,0,0,0,0,0,0,949005,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,0,70,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,PROGRAMA DE ORDENAMIENTO TERRITORIAL Y LÍMITES,377221,534310,247830,32480,0,0,0,0,0,1191841,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,0,71,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,PROGRAMA DE GESTIÓN AMBIENTAL,0,238640,70600,0,0,0,0,0,0,309240,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,0,80,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,ASUNTOS INDIGENAS Y PUEBLOS ORIGINARIOS,154941,136620,166400,0,0,0,0,0,0,457961,PD
2007,351,Prefectura del Departamento de Chuquisaca,10,1,0,CONSERVACION Y PRESERVACION DEL MEDIO AMBIENTE,"MANEJO INTEGRAL DE CUENCAS RIO PILCOMAYO, RAVELO Y PARAPETI",135893,414600,684918,0,0,0,0,0,0,1235411,PD
